PageID,Page Title,Page Title Encoded,Keywords
3660,Scottish_Gaelic_language,Scottish_Gaelic_language,"gaelic, scottish, language, scotland, english, speakers, also, irish, names, example"
3661,Scottish_Highlands,Scottish_Highlands,"highlands, area, highland, council, islands, scottish, loch, glen, north, part"
3662,Scottish_mythology,Scottish_mythology,"mythology, gaelic, cycle, scotland, stories, celtic, ulster, scottish, world, fenian"
3663,Scouting,Scouting,"scouting, scouts, scout, movement, organizations, world, baden, powell, boys, countries"
3664,Scramble_for_Africa,Scramble_for_Africa,"africa, war, france, british, would, colonial, french, britain, congo, thus"
3665,Screw,Screw,"screw, head, thread, screws, used, bolt, threads, strength, phillips, standard"
3666,Scrooge_McDuck,Scrooge_McDuck,"scrooge, first, story, stories, mcduck, duck, barks, donald, character, also"
3667,Sculpture,Sculpture,"sculpture, sculptures, century, art, classical, dynasty, often, period, style, figures"
3668,Scurvy,Scurvy,"scurvy, c, vitamin, disease, navy, british, name, however, limes, wikipedia"
3669,Sea,Sea,"sea, gulf, seas, ocean, water, coast, bay, lake, wikipedia, mediterranean"
3670,Sea_level_rise,Sea_level_rise,"sea, level, mm, yr, ice, rise, changes, century, greenland, years"
3671,Sea_of_Galilee,Sea_of_Galilee,"sea, lake, galilee, jordan, water, area, israel, tiberias, kinneret, river"
3672,Seaborgium,Seaborgium,"seaborgium, element, life, name, number, half, wikipedia, chemical, isotope, american"
3673,Sean_Connery,Sean_Connery,"connery, bond, james, film, sean, role, actor, scottish, never, also"
3674,Sears_Catalog_Home,Sears_Catalog_Home,"sears, homes, home, modern, catalog, mail, order, company, roebuck, materials"
3675,Season,Season,"seasons, winter, summer, season, spring, day, autumn, earth, sun, begins"
3676,"Seattle,_Washington",Seattle%2C_Washington,"seattle, city, washington, centre, downtown, also, first, university, area, many"
3677,Seawater,Seawater,"seawater, water, sea, ocean, salt, world, salinity, sodium, wikipedia, surface"
3678,Second_Boer_War,Second_Boer_War,"british, war, boer, boers, south, transvaal, troops, forces, africa, orange"
3679,Second_Congo_War,Second_Congo_War,"congo, forces, kabila, rwanda, uganda, rcd, war, rwandan, government, army"
3680,Second_Crusade,Second_Crusade,"crusade, louis, conrad, jerusalem, manuel, would, crusaders, also, ii, army"
3681,Seed,Seed,"seeds, seed, plant, coat, germination, plants, embryo, e, many, g"
3682,Seinfeld,Seinfeld,"seinfeld, jerry, show, episode, series, george, characters, also, season, television"
3683,Selena,Selena,"selena, album, texas, music, mexican, american, year, saldívar, singer, released"
3684,Selenium,Selenium,"selenium, use, se, k, forms, used, also, levels, cancer, aids"
3685,Semiconductor,Semiconductor,"band, semiconductor, energy, electrons, semiconductors, electron, n, conduction, temperature, valence"
3686,Semiconductor_device,Semiconductor_device,"semiconductor, transistor, crystal, would, devices, electrons, type, device, current, p"
3687,Senate_of_Canada,Senate_of_Canada,"senate, senators, house, senator, may, speaker, commons, canada, prime, members"
3688,Senegal,Senegal,"senegal, french, ethnic, population, senegalese, kingdoms, river, wolof, groups, communities"
3689,Senufo_languages,Senufo_languages,"languages, senufo, gur, congo, mande, wikipedia, niger, system, southern, karaboro"
3690,Seoul,Seoul,"seoul, gu, city, korea, south, world, korean, area, capital, major"
3691,Separation_of_powers_under_the_United_States_Constitution,Separation_of_powers_under_the_United_States_Constitution,"power, congress, president, court, may, executive, senate, powers, states, supreme"
3692,"September_11,_2001_attacks",September_11%2C_2001_attacks,"attacks, united, world, states, flight, al, trade, u, september, bin"
3693,Sequence_alignment,Sequence_alignment,"sequences, sequence, alignment, alignments, methods, used, query, protein, similar, global"
3694,Sequoia,Sequoia,"redwood, coast, trees, redwoods, tree, sequoia, park, feet, old, growth"
3695,Serbia,Serbia,"serbia, serbian, kosovo, republic, flag, montenegro, empire, hungary, yugoslavia, bosnia"
3696,Serbia_and_Montenegro,Serbia_and_Montenegro,"serbia, montenegro, union, state, yugoslavia, kosovo, day, capital, may, podgorica"
3697,Serenity_(film),Serenity_%28film%29,"serenity, film, whedon, movie, mal, river, also, alliance, crew, joss"
3698,Sermon_on_the_Mount,Sermon_on_the_Mount,"sermon, jesus, mount, view, matthew, also, one, disciples, gospel, world"
3699,Sesame,Sesame,"sesame, seeds, oil, plant, called, used, also, sesamum, cm, wikipedia"
3700,Sesame_Street,Sesame_Street,"sesame, street, show, children, series, characters, workshop, elmo, new, television"
3701,Set,Set,"set, b, sets, mathbb, members, numbers, subset, u, theory, n"
3702,Severn_crossing,Severn_crossing,"severn, crossing, bridge, motorway, english, side, second, england, wales, river"
3703,Seychelles,Seychelles,"seychelles, islands, island, government, species, country, marine, french, anse, conservation"
3704,Sgt._Pepper's_Lonely_Hearts_Club_Band,Sgt._Pepper%27s_Lonely_Hearts_Club_Band,"album, sgt, pepper, recording, band, beatles, lonely, club, hearts, version"
3705,Shabo_language,Shabo_language,"language, nilo, saharan, shabo, languages, f, ehret, eg, suffix, man"
3706,Shackleton_(crater),Shackleton_%28crater%29,"crater, lunar, shackleton, impact, craters, pole, lies, could, water, south"
3707,Shaka,Shaka,"shaka, zulu, military, death, dingiswayo, years, zwide, ndwandwe, battle, like"
3708,Shanghai,Shanghai,"shanghai, chinese, city, china, district, shanghainese, since, school, university, government"
3709,Shark,Shark,"sharks, shark, species, teeth, fish, water, also, prey, found, many"
3710,Sharon_Tate,Sharon_Tate,"tate, polanski, film, sharon, later, one, said, would, manson, also"
3711,Sheffield,Sheffield,"sheffield, city, also, centre, national, park, many, yorkshire, music, world"
3712,Sheikh_Mujibur_Rahman,Sheikh_Mujibur_Rahman,"mujib, pakistan, political, east, government, bangladesh, league, sheikh, state, bengali"
3713,Shelduck,Shelduck,"shelduck, tadorna, wikipedia, common, radjah, birds, family, anatidae, subfamily, tadorninae"
3714,Shenzhou_6,Shenzhou_6,"launch, shenzhou, china, spacecraft, space, mission, crew, october, chinese, said"
3715,Shenzhou_spacecraft,Shenzhou_spacecraft,"shenzhou, module, space, orbital, spacecraft, soyuz, china, unmanned, chinese, test"
3716,Shetland,Shetland,"shetland, islands, island, norse, scotland, also, film, east, mainland, known"
3717,Shielded_metal_arc_welding,Shielded_metal_arc_welding,"welding, electrode, weld, arc, electrodes, used, current, smaw, metal, process"
3718,Shigin,Shigin,"gin, japanese, shigin, tone, usually, wikipedia, right, character, enlarge, poetry"
3719,Shining_Path,Shining_Path,"shining, path, peru, peruvian, also, government, military, killed, rights, communist"
3720,Shinto,Shinto,"shinto, japanese, kami, shrine, japan, one, shrines, buddhism, emperor, religion"
3721,Ship,Ship,"ship, ships, speed, engines, diesel, vessel, steam, engine, two, used"
3722,Shoe_polish,Shoe_polish,"polish, shoe, used, kiwi, leather, shoes, boot, also, usually, shine"
3723,Short-beaked_Echidna,Short-beaked_Echidna,"echidna, short, beaked, may, species, tongue, found, snout, australia, spines"
3724,Shoshone_National_Forest,Shoshone_National_Forest,"forest, national, shoshone, u, wyoming, yellowstone, located, mountain, also, glaciers"
3725,Shrimp_farm,Shrimp_farm,"shrimp, farms, farming, ponds, pond, water, many, also, production, countries"
3726,Shrine_of_Remembrance,Shrine_of_Remembrance,"shrine, war, day, world, memorial, monash, remembrance, face, anzac, australian"
3727,Shroud_of_Turin,Shroud_of_Turin,"shroud, image, cloth, turin, would, jesus, century, face, body, time"
3728,Sichuan_Pepper,Sichuan_Pepper,"pepper, sichuan, used, chinese, z, name, fruit, zanthoxylum, spice, dishes"
3729,Sicilian_Baroque,Sicilian_Baroque,"baroque, sicilian, illustration, sicily, style, architecture, church, century, catania, often"
3730,Sickle-cell_disease,Sickle-cell_disease,"sickle, cell, disease, blood, hemoglobin, anaemia, cells, red, crises, mutation"
3731,Siege,Siege,"siege, city, would, sieges, walls, warfare, war, could, army, fortifications"
3732,Siege_of_Antioch,Siege_of_Antioch,"crusaders, antioch, city, bohemund, siege, raymond, kerbogha, peter, june, yaghi"
3733,Sierra_Leone,Sierra_Leone,"sierra, leone, country, freetown, government, british, president, war, forces, un"
3734,Sigmund_Freud,Sigmund_Freud,"freud, unconscious, sigmund, also, sexual, many, one, mind, ego, theories"
3735,Sikhism,Sikhism,"guru, sikh, sikhs, nanak, granth, god, sikhism, gobind, singh, gurū"
3736,Sikkim,Sikkim,"sikkim, state, india, gangtok, indian, enlarge, also, himalayan, south, west"
3737,Silent_film,Silent_film,"silent, film, films, sound, era, music, movie, became, movies, one"
3738,Silicon,Silicon,"silicon, used, carbon, life, also, pure, high, si, dioxide, c"
3739,Silurian,Silurian,"silurian, early, late, first, period, llandovery, ordovician, time, wenlock, middle"
3740,Silver,Silver,"silver, used, metal, also, k, high, ag, electrical, isotopes, made"
3741,Simón_Bolívar,Sim%C3%B3n_Bol%C3%ADvar,"bolívar, simón, de, venezuela, colombia, caracas, santa, new, president, marta"
3742,SimCity,SimCity,"simcity, game, city, best, computer, version, scenarios, wright, also, mayor"
3743,Simca_Vedette,Simca_Vedette,"simca, vedette, ford, new, called, production, model, french, mm, large"
3744,Sinclair_Research_Ltd,Sinclair_Research_Ltd,"sinclair, company, computer, zx, spectrum, cambridge, radionics, launched, research, ql"
3745,Singapore,Singapore,"singapore, government, also, world, one, country, national, system, economy, public"
3746,Sino-German_cooperation_(1911-1941),Sino-German_cooperation_%281911-1941%29,"german, china, chinese, germany, sino, war, military, chiang, japan, also"
3747,Sino-Roman_relations,Sino-Roman_relations,"roman, china, chinese, bc, emperor, first, sea, asia, ad, several"
3748,Sirius,Sirius,"sirius, b, star, white, companion, years, dwarf, red, system, known"
3749,Sistine_Chapel_ceiling,Sistine_Chapel_ceiling,"michelangelo, ceiling, god, figures, chapel, painted, one, scenes, sistine, two"
3750,Sitting_Bull,Sitting_Bull,"sitting, bull, native, americans, army, would, many, american, battle, people"
3751,Six-party_talks_concerning_North_Korea's_nuclear_program,Six-party_talks_concerning_North_Korea%27s_nuclear_program,"korea, north, affairs, flag, republic, people, minister, foreign, talks, nuclear"
3752,Skåneland,Sk%C3%A5neland,"swedish, skåneland, danish, sweden, skåne, history, scania, provinces, denmark, term"
3753,Ska,Ska,"ska, sound, music, records, tone, bands, american, jamaica, rocksteady, like"
3754,Skiing,Skiing,"ski, skiing, snow, slope, skiers, slopes, conditions, black, alpine, areas"
3755,Skylark,Skylark,"skylark, skylarks, ground, birds, bird, song, mainly, winter, areas, plots"
3756,Slavery,Slavery,"slavery, slaves, slave, many, also, united, states, people, often, ancient"
3757,Slavic_mythology,Slavic_mythology,"slavic, god, perun, veles, also, associated, sun, gods, world, slavs"
3758,Sleep,Sleep,"sleep, rem, stage, may, many, people, children, night, memory, sleeping"
3759,Slovakia,Slovakia,"slovakia, slovak, republic, hungary, capital, kraj, czech, eu, century, countries"
3760,Slovenia,Slovenia,"slovenia, flag, republic, slovenian, regions, european, country, countries, croatia, carniola"
3761,Smallpox,Smallpox,"smallpox, disease, vaccination, virus, jenner, skin, inoculation, known, two, people"
3762,Smog,Smog,"smog, air, london, pollution, city, new, dioxide, photochemical, nitrogen, ozone"
3763,Snaefell_Mountain_Railway,Snaefell_Mountain_Railway,"railway, electric, snaefell, mountain, fell, line, manx, built, rail, isle"
3764,Snake_charming,Snake_charming,"snake, charmers, charmer, animals, also, snakes, may, india, though, one"
3765,Snow,Snow,"snow, water, enlarge, snowfall, ice, even, snowflakes, high, temperature, much"
3766,Snow_Goose,Snow_Goose,"snow, goose, geese, phase, birds, c, white, blue, species, caerulescens"
3767,Snowball_Earth,Snowball_Earth,"earth, would, snowball, ice, continents, carbon, iron, oxygen, period, theory"
3768,Snowdonia,Snowdonia,"park, snowdonia, national, wales, area, mountain, snowdon, north, areas, welsh"
3769,Snowdonia_National_Park,Snowdonia_National_Park,"park, snowdonia, national, wales, area, mountain, snowdon, north, areas, welsh"
3770,Snowy_Owl,Snowy_Owl,"owl, snowy, may, owls, birds, north, also, bird, young, wikipedia"
3771,Social_anxiety,Social_anxiety,"social, anxiety, disorder, phobia, may, also, fear, situations, others, people"
3772,Social_capital,Social_capital,"social, capital, society, civil, groups, concept, term, networks, putnam, community"
3773,Social_contract_(Malaysia),Social_contract_%28Malaysia%29,"social, contract, malay, malays, malaysia, constitution, article, malaysian, non, umno"
3774,Socialism,Socialism,"socialism, socialist, social, socialists, state, soviet, party, economic, communist, parties"
3775,Society,Society,"society, societies, social, group, people, may, individual, members, common, also"
3776,Society_of_Merchant_Venturers,Society_of_Merchant_Venturers,"society, bristol, merchant, venturers, members, control, century, active, clifton, wikipedia"
3777,Sociocultural_evolution,Sociocultural_evolution,"evolution, social, societies, theory, society, progress, theories, modern, sociocultural, culture"
3778,Sociology,Sociology,"social, sociology, sociologists, research, society, theories, sociological, one, theory, study"
3779,Socrates,Socrates,"socrates, plato, athens, death, one, philosophy, would, socratic, method, xenophon"
3780,Soddo_language,Soddo_language,"säffär, f, yä, eg, sg, pl, expressed, verb, noun, one"
3781,Sodium,Sodium,"sodium, water, na, reaction, pressure, used, k, body, salt, blood"
3782,Sodium_hydroxide,Sodium_hydroxide,"sodium, hydroxide, used, chemical, also, process, naoh, lye, water, caustic"
3783,Sodium_sulfate,Sodium_sulfate,"sodium, sulfate, na, decahydrate, salt, anhydrous, g, aq, form, solubility"
3784,Soil,Soil,"soil, soils, water, land, erosion, use, surface, earth, treatment, material"
3785,Soil_moisture,Soil_moisture,"soil, water, moisture, wikipedia, mass, volume, point, amount, particles, called"
3786,Soil_pH,Soil_pH,"soil, ph, solution, alkaline, water, acidic, soils, ca, also, conditions"
3787,Soil_profile,Soil_profile,"soil, layer, wikipedia, organic, horizon, profile, compounds, horizons, layers, matter"
3788,Soil_salination,Soil_salination,"water, soil, salts, salinity, salination, soils, areas, irrigation, salt, natural"
3789,Soil_science,Soil_science,"soil, science, management, soils, related, disciplines, scientists, pedology, wikipedia, chemistry"
3790,Soil_structure,Soil_structure,"structure, soil, units, soils, blocky, faces, peds, platy, structureless, rounded"
3791,Soils_retrogression_and_degradation,Soils_retrogression_and_degradation,"soil, soils, vegetation, degradation, erosion, evolution, ground, retrogression, climax, human"
3792,Solar_System,Solar_System,"solar, system, planets, sun, belt, earth, planet, au, objects, pluto"
3793,Solar_eclipse,Solar_eclipse,"eclipse, sun, moon, solar, earth, total, eclipses, annular, totality, partial"
3794,Solomon_Islands,Solomon_Islands,"islands, solomon, government, new, guadalcanal, police, honiara, war, prime, minister"
3795,Somalia,Somalia,"somalia, government, flag, somali, africa, mogadishu, ethiopia, djibouti, countries, president"
3796,Song_Thrush,Song_Thrush,"song, thrush, wikipedia, turdus, birds, philomelos, also, thrushes, family, turdidae"
3797,Sonic_the_Hedgehog_(character),Sonic_the_Hedgehog_%28character%29,"sonic, hedgehog, game, also, series, games, super, character, comic, eggman"
3798,Sony,Sony,"sony, format, entertainment, playstation, corporation, electronics, digital, computer, music, batteries"
3799,Sorghum,Sorghum,"sorghum, used, grain, flag, water, plant, production, crop, soil, plants"
3800,Sorrel,Sorrel,"sorrel, pepper, leaves, seed, wikipedia, leaf, also, coriander, black, common"
3801,Soukous,Soukous,"soukous, music, bands, congolese, african, became, rumba, congo, africa, musicians"
3802,Sound,Sound,"sound, pressure, hearing, level, speed, sounds, acoustic, amplitude, velocity, humans"
3803,Soup,Soup,"soup, soups, made, chicken, fruit, fish, cold, thick, vegetable, usually"
3804,South_Africa,South_Africa,"south, africa, african, cape, many, country, also, national, languages, people"
3805,South_America,South_America,"south, america, american, brazil, argentina, peru, chile, continent, many, bolivia"
3806,South_China_Sea,South_China_Sea,"sea, china, south, islands, prc, claims, vietnam, called, philippines, malaysia"
3807,South_Georgia_and_the_South_Sandwich_Islands,South_Georgia_and_the_South_Sandwich_Islands,"south, islands, georgia, island, sandwich, territory, british, w, grytviken, station"
3808,South_Korea,South_Korea,"korea, south, korean, world, north, war, largest, also, country, republic"
3809,South_Ossetia,South_Ossetia,"south, georgian, ossetia, ossetian, georgia, government, russian, tskhinvali, region, independence"
3810,Southampton,Southampton,"southampton, city, centre, area, town, council, port, also, south, county"
3811,Southern_Africa,Southern_Africa,"africa, southern, african, region, south, central, including, eastern, wikipedia, un"
3812,Southern_Ocean,Southern_Ocean,"ocean, south, antarctic, southern, degrees, antarctica, sea, meters, ice, international"
3813,Southern_Pacific_4449,Southern_Pacific_4449,"pacific, southern, gs, daylight, steam, locomotive, service, display, train, portland"
3814,Southern_Rockhopper_Penguin,Southern_Rockhopper_Penguin,"penguin, rockhopper, islands, southern, wikipedia, eudyptes, species, chrysocome, breeds, name"
3815,Southern_United_States,Southern_United_States,"south, southern, states, north, region, carolina, civil, united, american, virginia"
3816,Soviet_Union,Soviet_Union,"soviet, union, republics, government, ussr, world, russian, states, russia, war"
3817,Soybean,Soybean,"soy, protein, soybeans, soybean, oil, products, high, used, flour, food"
3818,Space_Invaders,Space_Invaders,"invaders, space, game, video, player, arcade, aliens, games, screen, invader"
3819,Space_Race,Space_Race,"space, first, soviet, race, moon, became, ussr, program, u, satellite"
3820,Space_Shuttle_Challenger,Space_Shuttle_Challenger,"challenger, space, sts, shuttle, orbiter, first, mission, april, deployed, l"
3821,Space_Shuttle_Challenger_disaster,Space_Shuttle_Challenger_disaster,"challenger, shuttle, space, launch, nasa, accident, crew, commission, flight, disaster"
3822,Space_Shuttle_Columbia,Space_Shuttle_Columbia,"columbia, sts, space, shuttle, first, mission, nasa, wing, flight, april"
3823,Space_Shuttle_Columbia_disaster,Space_Shuttle_Columbia_disaster,"columbia, space, shuttle, nasa, mission, damage, wing, foam, crew, debris"
3824,Space_Shuttle_Endeavour,Space_Shuttle_Endeavour,"endeavour, space, sts, shuttle, mission, orbiter, station, first, international, assembly"
3825,Space_Shuttle_program,Space_Shuttle_program,"shuttle, space, launch, nasa, flight, program, cost, orbiter, two, sts"
3826,Space_exploration,Space_exploration,"space, ussr, first, exploration, moon, orbit, usa, spacecraft, mars, nasa"
3827,Space_station,Space_station,"space, station, salyut, stations, mir, utc, international, orbit, iss, launched"
3828,Space_suit,Space_suit,"suit, space, suits, pressure, spacesuit, spacesuits, hard, also, atmosphere, used"
3829,Spacecraft_propulsion,Spacecraft_propulsion,"rocket, propulsion, mass, spacecraft, orbit, energy, velocity, reaction, engine, methods"
3830,Spain,Spain,"spain, spanish, century, f, c, country, war, also, government, muslim"
3831,Spanish_Armada,Spanish_Armada,"spanish, armada, english, de, san, ships, fleet, la, england, battle"
3832,Spanish_Inquisition,Spanish_Inquisition,"inquisition, de, spanish, spain, century, one, many, conversos, jews, also"
3833,Spanish_conquest_of_the_Inca_Empire,Spanish_conquest_of_the_Inca_Empire,"inca, spanish, atahualpa, pizarro, peru, de, empire, francisco, many, conquest"
3834,Spanish_language,Spanish_language,"spanish, language, languages, spain, also, spoken, official, de, english, latin"
3835,Sparrow,Sparrow,"sparrow, passer, sparrows, petronia, montifringilla, snowfinch, world, true, small, species"
3836,Sparrowhawk,Sparrowhawk,"species, sparrowhawk, wikipedia, accipiter, bird, male, cm, flight, birds, larger"
3837,Speaker_of_the_British_House_of_Commons,Speaker_of_the_British_House_of_Commons,"speaker, house, members, election, may, vote, commons, member, parliament, party"
3838,Speaker_of_the_United_States_House_of_Representatives,Speaker_of_the_United_States_House_of_Representatives,"speaker, march, january, house, december, party, majority, republican, election, committee"
3839,Special_relativity,Special_relativity,"relativity, c, mu, special, frame, time, light, mass, nu, energy"
3840,Speech_synthesis,Speech_synthesis,"speech, synthesis, systems, based, system, text, words, output, used, like"
3841,Speed_of_light,Speed_of_light,"light, speed, c, one, time, earth, per, second, velocity, would"
3842,Sperm_Whale,Sperm_Whale,"sperm, whale, whales, spermaceti, species, long, males, found, head, also"
3843,Sphere,Sphere,"sphere, surface, n, points, r, curvature, point, radius, two, circle"
3844,Spherical_aberration,Spherical_aberration,"spherical, aberration, lens, rays, point, top, axis, bottom, left, lenses"
3845,Spider,Spider,"spiders, spider, web, prey, species, webs, enlarge, orb, silk, may"
3846,Spinosaurus,Spinosaurus,"spinosaurus, sail, vertebrae, material, dinosaurs, tons, large, theropod, size, dentary"
3847,Spirit_of_the_American_Doughboy,Spirit_of_the_American_Doughboy,"doughboy, statue, viquesney, spirit, american, hand, original, also, wikipedia, design"
3848,Spix's_Macaw,Spix%27s_Macaw,"macaw, spix, birds, blue, wikipedia, cyanopsitta, species, individuals, breeding, spixii"
3849,Split_infinitive,Split_infinitive,"infinitive, split, english, infinitives, construction, one, verb, may, gradually, word"
3850,Sponsorship_Directdebit,Sponsorship_Directdebit,"sos, children, donation, gif, direct, debit, month, name, child, please"
3851,Sport,Sport,"sports, sport, ancient, art, time, activities, football, seen, physical, competition"
3852,Spotted_Flycatcher,Spotted_Flycatcher,"flycatcher, spotted, wikipedia, birds, muscicapa, species, striata, open, nest, eggs"
3853,Spring_(season),Spring_%28season%29,"spring, hemisphere, even, season, summer, begins, time, also, may, wikipedia"
3854,Spring_Heeled_Jack,Spring_Heeled_Jack,"spring, jack, heeled, several, london, reported, penny, dreadful, character, one"
3855,Sputnik_1,Sputnik_1,"sputnik, satellite, orbit, first, space, earth, launch, km, radio, sphere"
3856,Sputnik_2,Sputnik_2,"sputnik, laika, earth, orbit, km, data, radiation, system, wikipedia, mission"
3857,Sputnik_program,Sputnik_program,"sputnik, first, launched, satellite, launch, space, wikipedia, carried, transmitter, program"
3858,Spyware,Spyware,"spyware, programs, software, anti, user, users, computer, windows, web, many"
3859,Squash_(sport),Squash_%28sport%29,"players, ball, squash, game, court, player, wall, may, opponent, front"
3860,Sri_Lanka,Sri_Lanka,"sri, lanka, island, colombo, also, tamil, people, population, world, government"
3861,Sri_Lankan_Civil_War,Sri_Lankan_Civil_War,"ltte, government, sri, lankan, lanka, tamil, peace, military, war, talks"
3862,St_Buryan,St_Buryan,"st, buryan, parish, village, church, also, school, stone, cornwall, chapel"
3863,St_Michael's_Mount,St_Michael%27s_Mount,"mount, st, michael, cornish, island, century, wikipedia, castle, aubyn, parish"
3864,St_Paul's_Cathedral,St_Paul%27s_Cathedral,"cathedral, paul, st, old, dome, london, wren, city, building, west"
3865,Stag_beetle,Stag_beetle,"beetle, lucanus, cervus, stag, male, species, much, mandibles, wikipedia, beetles"
3866,Stage_(theatre),Stage_%28theatre%29,"stage, audience, proscenium, theatre, may, stages, right, left, space, sides"
3867,Stained_glass,Stained_glass,"glass, window, windows, stained, cathedral, century, c, used, large, style"
3868,Stanisław_Koniecpolski,Stanis%C5%82aw_Koniecpolski,"koniecpolski, forces, commonwealth, polish, hetman, army, stanisław, units, swedish, near"
3869,Stanisław_Lem,Stanis%C5%82aw_Lem,"lem, english, translated, fiction, science, novel, collection, philosophical, essays, poland"
3870,"Stanley,_Falkland_Islands",Stanley%2C_Falkland_Islands,"stanley, falkland, islands, wikipedia, british, town, world, war, south, city"
3871,Stanley_Baldwin,Stanley_Baldwin,"lord, baldwin, secretary, minister, sir, state, prime, chancellor, house, macdonald"
3872,Star,Star,"stars, star, sun, core, mass, stellar, magnitude, temperature, energy, solar"
3873,StarCraft,StarCraft,"starcraft, game, players, blizzard, zerg, player, also, units, games, protoss"
3874,Star_Fox__Assault,Star_Fox__Assault,"fox, star, game, aparoids, team, assault, aparoid, also, player, queen"
3875,Star_Trek,Star_Trek,"trek, star, series, original, television, space, films, enterprise, episodes, crew"
3876,Star_Trek__Deep_Space_Nine,Star_Trek__Deep_Space_Nine,"trek, star, series, show, several, episode, federation, characters, next, episodes"
3877,Star_Trek__The_Original_Series,Star_Trek__The_Original_Series,"trek, star, series, episodes, original, spock, episode, first, roddenberry, time"
3878,Star_Wars,Star_Wars,"star, wars, lucas, films, film, original, series, jedi, also, new"
3879,Star_Wars_Episode_IV__A_New_Hope,Star_Wars_Episode_IV__A_New_Hope,"film, lucas, star, wars, luke, obi, wan, best, new, films"
3880,Star_anise,Star_anise,"anise, star, illicium, verum, used, tamiflu, wikipedia, chinese, fruits, spice"
3881,Stargate_SG-1,Stargate_SG-1,"sg, season, stargate, series, show, daniel, episode, episodes, earth, goa"
3882,Starling,Starling,"starling, genus, aplonis, lamprotornis, myna, glossy, sturnus, onychognathus, acridotheres, white"
3883,Starship_Troopers,Starship_Troopers,"rico, starship, heinlein, troopers, military, novel, service, book, first, war"
3884,Statistics,Statistics,"statistics, statistical, data, study, used, may, population, errors, measurements, methods"
3885,Statue_of_Zeus_at_Olympia,Statue_of_Zeus_at_Olympia,"statue, zeus, olympia, wikipedia, phidias, century, classical, made, bc, temple"
3886,Steam_engine,Steam_engine,"steam, engine, engines, pressure, high, cylinder, piston, expansion, power, used"
3887,Steel,Steel,"iron, steel, carbon, process, bc, alloy, used, wrought, also, form"
3888,Stefan_Edberg,Stefan_Edberg,"open, flag, edberg, singles, sf, qf, australian, final, grand, slam"
3889,Stegosaurus,Stegosaurus,"stegosaurus, plates, dinosaurs, one, species, marsh, tail, spikes, animal, known"
3890,Stem_cell,Stem_cell,"stem, cells, cell, research, embryonic, adult, division, derived, differentiation, differentiate"
3891,Stephen_Harper,Stephen_Harper,"harper, party, conservative, election, reform, canada, canadian, government, federal, alliance"
3892,Stephen_Hawking,Stephen_Hawking,"hawking, black, holes, time, first, universe, cambridge, one, stephen, information"
3893,Stephen_Jay_Gould,Stephen_Jay_Gould,"gould, evolutionary, isbn, science, also, history, natural, theory, life, many"
3894,Stephen_Trigg,Stephen_Trigg,"trigg, virginia, kentucky, county, court, fincastle, one, also, militia, land"
3895,Stephen_of_England,Stephen_of_England,"stephen, henry, matilda, king, empress, boulogne, count, blois, ii, england"
3896,Steve_Davis,Steve_Davis,"davis, world, final, championship, snooker, title, win, uk, pool, finals"
3897,Stickleback,Stickleback,"stickleback, gasterosteus, aculeatus, pungitius, family, species, genus, wikipedia, three, spined"
3898,Still_Game,Still_Game,"series, victor, episode, jack, show, still, game, winston, scotland, two"
3899,Stingray,Stingray,"stingray, dasyatis, himantura, ray, rays, stingrays, may, whipray, aquarium, water"
3900,Stock,Stock,"stock, company, shares, shareholders, may, stocks, share, bond, market, exchange"
3901,Stock_car_(rail),Stock_car_%28rail%29,"car, cars, stock, fish, animals, live, train, company, built, transport"
3902,Stockholm,Stockholm,"stockholm, city, century, municipality, population, borough, sweden, swedish, royal, part"
3903,Stoicism,Stoicism,"stoicism, stoic, philosophy, things, stoics, reason, nothing, nature, one, epictetus"
3904,Stone_Age,Stone_Age,"stone, age, humans, neolithic, paintings, around, rock, europe, bc, cave"
3905,Stonehenge,Stonehenge,"stonehenge, site, stones, monument, stone, around, also, one, phase, known"
3906,Storm_of_October_1804,Storm_of_October_1804,"new, snow, storm, mm, october, atlantic, inches, hurricane, extratropical, reported"
3907,Stornoway,Stornoway,"stornoway, town, isles, scotland, western, lews, castle, lewis, home, harbour"
3908,Stourbridge_Lion,Stourbridge_Lion,"stourbridge, lion, locomotive, boiler, locomotives, first, parts, company, h, railroad"
3909,Strait_of_Malacca,Strait_of_Malacca,"strait, malacca, world, trade, shipping, sumatra, straits, also, malay, haze"
3910,Stratford-upon-Avon,Stratford-upon-Avon,"stratford, avon, upon, town, shakespeare, home, place, also, theatre, church"
3911,String_theory,String_theory,"theory, string, strings, one, theories, dimensions, different, gauge, particles, two"
3912,Stroke,Stroke,"stroke, brain, blood, may, patients, ischemic, tissue, cerebral, also, venous"
3913,Strontium,Strontium,"strontium, used, bone, sr, k, metal, atomic, mol, density, c"
3914,Struthiomimus,Struthiomimus,"struthiomimus, long, altus, alberta, wikipedia, name, ostrich, dinosaur, skeleton, may"
3915,Stuttering,Stuttering,"stuttering, speech, stutterers, stutter, speaking, fluency, therapy, may, children, words"
3916,Stuttgart,Stuttgart,"stuttgart, city, german, germany, württemberg, palace, since, world, centre, largest"
3917,Styracosaurus,Styracosaurus,"styracosaurus, dinosaur, fossil, wikipedia, park, species, albertensis, horn, jurassic, ovatus"
3918,Sub-Saharan_Africa,Sub-Saharan_Africa,"africa, sub, saharan, african, southern, north, central, map, term, countries"
