PageID,Page Title,Page Title Encoded,Keywords
,Train,Train,"train, trains, freight, rail, passenger, also, used, electric, enlarge, many"
,Trans-Siberian_Railway,Trans-Siberian_Railway,"km, trans, siberian, railway, moscow, line, river, route, mt, baikal"
,Transit_of_Venus,Transit_of_Venus,"venus, transit, sun, transits, earth, visible, years, december, solar, june"
,Transport,Transport,"transport, vehicles, use, cities, land, transportation, well, traffic, research, energy"
,Trapdoor_spider,Trapdoor_spider,"trapdoor, spider, spiders, ummidia, one, burrow, wikipedia, genera, species, cyclocosmia"
,Treasure_Island,Treasure_Island,"treasure, island, jim, silver, pirates, captain, stevenson, john, map, ben"
,Treaty_of_Devol,Treaty_of_Devol,"alexius, bohemund, antioch, byzantine, empire, treaty, crusaders, emperor, greek, patriarch"
,Treaty_of_Versailles,Treaty_of_Versailles,"germany, treaty, france, war, german, reparations, clemenceau, britain, wilson, peace"
,Tree,Tree,"species, tree, trees, family, ground, diameter, growth, enlarge, height, trunk"
,Tree_Sparrow,Tree_Sparrow,"sparrow, nest, tree, cm, bird, house, wikipedia, black, white, summer"
,Tree_frog,Tree_frog,"tree, frog, frogs, hyla, species, hylidae, wikipedia, many, versicolor, enlarge"
,Treecreeper,Treecreeper,"treecreeper, certhia, c, species, creeper, treecreepers, wikipedia, birds, two, brown"
,Trench_warfare,Trench_warfare,"trench, war, would, british, front, trenches, could, line, warfare, enemy"
,Triassic,Triassic,"triassic, extinction, first, late, early, end, marine, period, groups, reptiles"
,Triathlon,Triathlon,"triathlon, race, km, distance, swim, races, world, run, time, mi"
,Tribe,Tribe,"tribes, states, state, could, tribe, social, modern, tribal, wikipedia, group"
,Triceratops,Triceratops,"triceratops, marsh, species, skull, horridus, horns, natural, frill, dinosaurs, see"
,Trichinosis,Trichinosis,"worms, meat, trichinosis, symptoms, pork, trichinella, may, undercooked, wild, game"
,Triggerplant,Triggerplant,"species, triggerplants, flower, triggerplant, stylidium, plants, genus, australia, trigger, column"
,Trigonometric_function,Trigonometric_function,"x, frac, functions, right, sin, cos, trigonometric, left, sine, pi"
,Trigonometry,Trigonometry,"sin, b, cos, trigonometry, frac, tan, trigonometric, functions, angle, c"
,Trimurti,Trimurti,"vishnu, shiva, brahma, one, three, trimurti, god, life, represented, different"
,Trinidad_and_Tobago,Trinidad_and_Tobago,"trinidad, tobago, country, english, caribbean, first, population, islands, world, day"
,Trinity,Trinity,"god, father, trinity, one, son, jesus, spirit, three, holy, christ"
,"Trinity_College,_Cambridge",Trinity_College%2C_Cambridge,"college, trinity, court, great, john, cambridge, first, king, physics, nevile"
,Trinity_test,Trinity_test,"test, trinity, site, explosion, would, plutonium, nuclear, weapon, km, miles"
,Tripitaka,Tripitaka,"pitaka, tripitaka, buddhist, canon, chinese, mahayana, term, three, pali, tibetan"
,Tripoli,Tripoli,"tripoli, city, libya, al, located, country, war, well, hotel, people"
,Triumph_of_the_Will,Triumph_of_the_Will,"film, hitler, triumph, riefenstahl, also, nazi, party, german, germany, propaganda"
,Trobairitz,Trobairitz,"de, trobairitz, woman, chantar, women, comtessa, century, troubadours, first, music"
,Trojan_War,Trojan_War,"achilles, war, troy, odysseus, bc, trojan, son, helen, killed, agamemnon"
,Troodon,Troodon,"troodon, stenonychosaurus, dinosaurs, like, dinosaur, tooth, teeth, russell, sternberg, known"
,Troop_sleeper,Troop_sleeper,"troop, cars, sleeper, car, pullman, kitchen, service, also, railway, railroad"
,Tropical_Storm_Allison,Tropical_Storm_Allison,"storm, allison, rainfall, usd, texas, flooding, inches, mm, tropical, damage"
,Tropical_Storm_Ana_(2003),Tropical_Storm_Ana_%282003%29,"storm, ana, april, tropical, subtropical, winds, bermuda, developed, low, became"
,Tropical_Storm_Bilis_(2006),Tropical_Storm_Bilis_%282006%29,"storm, bilis, tropical, china, typhoon, july, damage, flooding, philippines, taiwan"
,Tropical_Storm_Bonnie_(2004),Tropical_Storm_Bonnie_%282004%29,"storm, bonnie, tropical, august, rainfall, florida, caused, km, damage, mph"
,Tropical_Storm_Chris_(2006),Tropical_Storm_Chris_%282006%29,"storm, chris, tropical, august, km, islands, hurricane, convection, mph, h"
,Tropical_Storm_Danielle_(1992),Tropical_Storm_Danielle_%281992%29,"storm, danielle, tropical, north, waves, carolina, september, rainfall, coast, winds"
,Tropical_Storm_Delta_(2005),Tropical_Storm_Delta_%282005%29,"storm, delta, tropical, islands, hurricane, november, canary, damage, km, strength"
,Tropical_Storm_Franklin_(2005),Tropical_Storm_Franklin_%282005%29,"storm, franklin, tropical, july, bermuda, hurricane, season, km, formed, bahamas"
,Tropical_Storm_Harvey_(2005),Tropical_Storm_Harvey_%282005%29,"storm, tropical, harvey, august, bermuda, hurricane, km, atlantic, season, formed"
,Tropical_Storm_Henri_(2003),Tropical_Storm_Henri_%282003%29,"henri, storm, tropical, damage, usd, million, september, flooding, rainfall, florida"
,Tropical_Storm_Isabel_(1985),Tropical_Storm_Isabel_%281985%29,"isabel, storm, tropical, damage, rainfall, october, million, usd, island, puerto"
,Tropical_Storm_Larry_(2003),Tropical_Storm_Larry_%282003%29,"storm, larry, tropical, mexico, rainfall, october, damage, usd, system, mph"
,Tropical_Storm_Lee_(2005),Tropical_Storm_Lee_%282005%29,"tropical, storm, lee, august, low, depression, season, atlantic, hurricane, remnant"
,Tropical_Storm_Leslie_(2000),Tropical_Storm_Leslie_%282000%29,"storm, florida, tropical, miami, leslie, usd, million, flooding, rainfall, dade"
,Tropical_Storm_Matthew_(2004),Tropical_Storm_Matthew_%282004%29,"storm, matthew, tropical, louisiana, rainfall, inches, mm, damage, hurricane, october"
,Tropical_Storm_Odette_(2003),Tropical_Storm_Odette_%282003%29,"storm, odette, tropical, rainfall, december, dominican, republic, caused, flooding, season"
,Tropical_Storm_Vamei,Tropical_Storm_Vamei,"vamei, storm, tropical, typhoon, december, equator, km, north, cyclone, miles"
,Tropical_Storm_Zeta_(2005),Tropical_Storm_Zeta_%282005%29,"storm, zeta, tropical, january, atlantic, hurricane, season, december, winds, km"
,Tropical_cyclone,Tropical_cyclone,"tropical, cyclone, storm, cyclones, hurricane, atlantic, pacific, winds, hurricanes, storms"
,Tropics,Tropics,"tropical, tropics, sun, forests, wikipedia, dry, directly, overhead, tropic, rainforests"
,Trout,Trout,"trout, oncorhynchus, species, fish, salvelinus, rainbow, salmo, cutthroat, mykiss, lake"
,Trumpet,Trumpet,"trumpet, flat, b, trumpets, c, valve, valves, instrument, pitch, concerto"
,Tsar_Bomba,Tsar_Bomba,"tsar, nuclear, bomb, bomba, yield, fallout, test, would, mt, km"
,Tsunami,Tsunami,"tsunami, water, tsunamis, wave, waves, ocean, earthquake, people, coast, sea"
,Tuatara,Tuatara,"tuatara, tuataras, sphenodon, jaw, lizards, two, c, reptiles, male, species"
,Tuberculosis,Tuberculosis,"tb, tuberculosis, disease, infection, people, per, cases, bacteria, risk, health"
,Tufted_Duck,Tufted_Duck,"duck, tufted, wikipedia, species, birds, male, aythya, fuligula, diving, white"
,Tuna,Tuna,"tuna, thunnus, species, bluefin, fish, wikipedia, yellowfin, albacares, see, pacific"
,Tungsten,Tungsten,"tungsten, used, w, metal, k, half, high, c, stable, also"
,Tunis,Tunis,"tunis, city, carthage, tunisia, medina, century, control, capital, also, al"
,Tunisia,Tunisia,"tunisia, century, tunisian, government, french, carthage, population, battle, forces, france"
,Tupac_Shakur,Tupac_Shakur,"shakur, tupac, album, death, one, life, wallace, released, first, knight"
,Turin,Turin,"turin, city, di, torino, italy, world, enlarge, chocolate, first, town"
,Turkey,Turkey,"turkey, turkish, republic, flag, united, state, sea, european, cyprus, empire"
,Turkey_(bird),Turkey_%28bird%29,"turkey, meleagris, wild, turkeys, species, usa, known, late, also, early"
,Turkish_Republic_of_Northern_Cyprus,Turkish_Republic_of_Northern_Cyprus,"turkish, cyprus, republic, northern, trnc, cypriots, greek, cypriot, turkey, president"
,Turkish_literature,Turkish_literature,"turkish, literature, tradition, poetry, ottoman, century, folk, movement, poet, language"
,Turkmenistan,Turkmenistan,"turkmenistan, turkmen, soviet, country, capital, president, gas, area, th, state"
,Turks_and_Caicos_Islands,Turks_and_Caicos_Islands,"islands, caicos, turks, territory, population, united, british, two, one, government"
,Turmeric,Turmeric,"turmeric, curcumin, used, cancer, also, curcuma, medicine, indian, form, pepper"
,Turner_syndrome,Turner_syndrome,"syndrome, turner, aortic, et, al, risk, x, patients, chromosome, cardiovascular"
,Turquoise,Turquoise,"turquoise, material, may, colour, blue, also, often, used, stone, copper"
,Turtle,Turtle,"turtles, turtle, shell, family, sea, extinct, species, tortoises, skin, scutes"
,Tutsi,Tutsi,"tutsi, hutu, groups, genocide, rwanda, one, language, ethnic, two, difference"
,Tuvalu,Tuvalu,"tuvalu, islands, island, government, population, united, tuvaluan, ellice, pacific, sea"
,Tycho_Brahe,Tycho_Brahe,"tycho, brahe, system, one, also, years, earth, around, kepler, astronomical"
,Typewriter,Typewriter,"typewriter, typewriters, paper, used, letters, writing, first, ibm, computer, electronic"
,Typhoon_Ewiniar_(2006),Typhoon_Ewiniar_%282006%29,"ewiniar, korea, typhoon, july, south, storm, tropical, yap, reported, china"
,Typhoon_Saomai_(2006),Typhoon_Saomai_%282006%29,"typhoon, saomai, storm, tropical, august, china, landfall, damage, zhejiang, areas"
,Tyrannosaurus,Tyrannosaurus,"tyrannosaurus, rex, museum, history, natural, found, also, would, may, skeleton"
,U.S._Navy_Marine_Mammal_Program,U.S._Navy_Marine_Mammal_Program,"dolphins, animals, navy, program, sea, marine, nmmp, mk, san, animal"
,U.S._Open_(tennis),U.S._Open_%28tennis%29,"u, open, men, women, singles, doubles, tennis, courts, tournament, held"
,U.S._Route_66,U.S._Route_66,"route, highway, u, us, state, new, road, oklahoma, missouri, interstate"
,U.S._state,U.S._state,"states, state, u, list, new, united, constitution, name, city, government"
,U2,U2,"band, album, tour, bono, first, released, new, also, song, rock"
,USS_Wisconsin_(BB-64),USS_Wisconsin_%28BB-64%29,"wisconsin, battleship, norfolk, fleet, january, ship, war, naval, guns, enemy"
,Ubuntu_(Linux_distribution),Ubuntu_%28Linux_distribution%29,"ubuntu, release, support, software, version, desktop, linux, available, installation, free"
,Uffington_White_Horse,Uffington_White_Horse,"horse, white, uffington, figure, hill, english, wikipedia, map, reference, history"
,Uganda,Uganda,"flag, uganda, republic, country, guinea, africa, congo, nigeria, african, kenya"
,Ukraine,Ukraine,"ukraine, ukrainian, soviet, russian, country, republic, state, kiev, union, russia"
,Ukulele,Ukulele,"ukulele, strings, tuned, instrument, g, c, tuning, e, guitar, hawaiian"
,Ulawun,Ulawun,"ulawun, new, volcano, wikipedia, papua, guinea, last, eruption, mountain, eruptions"
,Ultimatum_game,Ultimatum_game,"game, second, ultimatum, amount, p, offer, first, accept, f, would"
,Ultraviolet,Ultraviolet,"uv, light, radiation, ultraviolet, used, skin, lamps, nm, wavelengths, uva"
,Uluru,Uluru,"uluṟu, rock, also, ayers, formation, australia, name, anangu, climbing, aboriginal"
,Ulysses_S._Grant,Ulysses_S._Grant,"grant, general, army, president, war, ulysses, lee, union, confederate, first"
,Umbrella_Cockatoo,Umbrella_Cockatoo,"cockatoo, umbrella, feathers, white, yellow, upper, wing, wikipedia, birds, cacatua"
,Underground_(stories),Underground_%28stories%29,"aum, underground, murakami, interviews, victims, japanese, japan, gas, book, members"
,Union_Flag,Union_Flag,"flag, union, jack, british, royal, st, used, flown, use, cross"
,Union_Station_(San_Diego),Union_Station_%28San_Diego%29,"san, diego, santa, fe, line, station, southern, california, railway, depot"
,United_Arab_Emirates,United_Arab_Emirates,"uae, emirates, al, arab, united, dubai, abu, dhabi, also, country"
,United_Kingdom,United_Kingdom,"united, kingdom, uk, england, british, scotland, ireland, world, largest, also"
,United_Kingdom_national_football_team,United_Kingdom_national_football_team,"team, football, united, kingdom, home, colours, england, nations, northern, ireland"
,United_Malays_National_Organisation,United_Malays_National_Organisation,"umno, malay, malaysia, party, also, government, alliance, mahathir, malays, tunku"
,United_Nations,United_Nations,"un, nations, united, council, security, international, member, general, states, world"
,United_States,United_States,"states, united, american, u, world, war, new, north, country, federal"
,United_States_Bill_of_Rights,United_States_Bill_of_Rights,"rights, bill, states, constitution, government, amendment, shall, people, united, amendments"
,United_States_Congress,United_States_Congress,"congress, house, senate, may, states, members, president, representatives, constitution, party"
,United_States_Constitution,United_States_Constitution,"states, amendment, constitution, congress, united, state, amendments, rights, federal, article"
,United_States_Declaration_of_Independence,United_States_Declaration_of_Independence,"declaration, independence, congress, states, john, people, united, new, jefferson, july"
,United_States_House_of_Representatives,United_States_House_of_Representatives,"house, party, members, may, committee, states, senate, vote, congress, representatives"
,United_States_Numbered_Highways,United_States_Numbered_Highways,"u, route, routes, highway, highways, states, system, interstate, us, state"
,United_States_Senate,United_States_Senate,"senate, party, may, president, states, senator, house, senators, committee, majority"
,United_States_Virgin_Islands,United_States_Virgin_Islands,"islands, virgin, u, united, saint, states, st, national, time, thomas"
,United_States_dollar,United_States_dollar,"dollar, u, states, coins, currency, coin, united, used, federal, reserve"
,United_for_Peace_and_Justice,United_for_Peace_and_Justice,"ufpj, war, u, september, peace, movement, w, e, iraq, party"
,Universe,Universe,"universe, galaxies, big, bang, light, see, matter, billion, observable, visible"
,University,University,"universities, university, school, college, world, education, research, century, schools, countries"
,University_of_Bristol,University_of_Bristol,"university, council, bristol, members, court, senate, academic, chancellor, vice, website"
,University_of_Cambridge,University_of_Cambridge,"cambridge, university, college, colleges, students, trinity, also, research, universities, oxford"
,University_of_Chicago,University_of_Chicago,"university, chicago, school, students, campus, also, first, one, national, undergraduate"
,University_of_Texas_at_Austin,University_of_Texas_at_Austin,"university, texas, campus, school, austin, main, students, centre, college, building"
,Unix,Unix,"unix, system, systems, operating, bsd, group, open, code, many, linux"
,Ununbium,Ununbium,"element, ununbium, wikipedia, chemical, periodic, symbol, uub, table, number, liquid"
,Ununhexium,Ununhexium,"ununhexium, element, wikipedia, elements, chemical, uuh, periodic, table, name, number"
,Ununoctium,Ununoctium,"ununoctium, mathrm, element, elements, uuo, name, researchers, wikipedia, number, atomic"
,Ununpentium,Ununpentium,"element, ununpentium, uup, bismuth, wikipedia, chemical, periodic, table, number, isotopes"
,Ununquadium,Ununquadium,"ununquadium, element, uuq, wikipedia, chemical, number, lead, isotope, synthesis, periodic"
,Ununtrium,Ununtrium,"ununtrium, element, name, wikipedia, periodic, scientists, chemical, uut, table, symbol"
,Upsilon_Andromedae,Upsilon_Andromedae,"andromedae, upsilon, system, planet, star, planets, b, sun, distance, mass"
,Upsilon_Andromedae_b,Upsilon_Andromedae_b,"andromedae, upsilon, b, planet, star, mass, extrasolar, wikipedia, discovery, orbit"
,Upsilon_Andromedae_c,Upsilon_Andromedae_c,"andromedae, upsilon, c, planet, star, extrasolar, mass, discovery, orbit, planets"
,Upsilon_Andromedae_d,Upsilon_Andromedae_d,"andromedae, upsilon, planet, star, planets, mass, extrasolar, orbit, may, discovery"
,Uranium,Uranium,"uranium, nuclear, used, u, also, depleted, isotope, fuel, enriched, use"
,Uranus,Uranus,"uranus, planet, km, name, sun, herschel, rings, discovered, diameter, system"
,Urial,Urial,"urial, ovis, vignei, wikipedia, horns, males, mating, conservation, status, scientific"
,Ursuline_Convent_Riots,Ursuline_Convent_Riots,"convent, boston, august, charlestown, riot, crowd, catholic, committee, diocese, began"
,Uruguay,Uruguay,"uruguay, montevideo, de, river, uruguayan, enlarge, america, del, brazil, population"
,Utilitarianism,Utilitarianism,"utilitarianism, would, one, people, rule, happiness, utilitarians, utilitarian, human, good"
,Utrecht_(city),Utrecht_%28city%29,"utrecht, city, station, also, netherlands, dutch, university, player, railway, central"
,Uzbekistan,Uzbekistan,"uzbekistan, government, uzbek, human, viloyati, population, country, rights, people, mi"
,Vacutainer,Vacutainer,"blood, tubes, tube, vacutainer, contain, used, contains, needle, may, anticoagulant"
,Valparaíso,Valpara%C3%ADso,"valparaíso, city, chile, also, world, heritage, de, port, chilean, second"
,Vampire,Vampire,"vampire, vampires, blood, death, corpse, could, body, folklore, would, slavic"
,Vampire_bat,Vampire_bat,"vampire, bat, bats, blood, common, species, three, desmodus, feed, wikipedia"
,Van_Halen,Van_Halen,"van, halen, band, eddie, roth, hagar, album, rock, anthony, new"
,Vanadium,Vanadium,"vanadium, used, v, k, pentoxide, element, also, compounds, metal, mol"
,Vancouver,Vancouver,"vancouver, city, canada, british, downtown, also, largest, first, north, columbia"
,Vanilla,Vanilla,"vanilla, flag, vanillin, beans, réunion, mexico, used, planifolia, flower, plant"
,Vanuatu,Vanuatu,"vanuatu, islands, new, french, government, population, australia, languages, british, world"
,Varanasi,Varanasi,"varanasi, city, temple, also, river, ganga, one, called, kashi, hindu"
,Vasco_da_Gama,Vasco_da_Gama,"da, gama, portuguese, vasco, india, voyage, portugal, de, first, east"
,Vatican_City,Vatican_City,"vatican, city, state, pope, see, holy, peter, italian, rome, st"
,Vegetable,Vegetable,"vegetables, vegetable, fruits, also, botanical, vitamin, stored, wikipedia, enlarge, culinary"
,Vegetation,Vegetation,"vegetation, species, plant, work, structure, much, different, community, often, forest"
,Velociraptor,Velociraptor,"velociraptor, dromaeosaurids, also, dinosaurs, claw, like, species, v, mongoliensis, one"
,Venezuela,Venezuela,"venezuela, de, venezuelan, national, also, country, bolívar, spanish, south, enlarge"
,Venn_diagram,Venn_diagram,"venn, diagram, sets, diagrams, edwards, set, b, two, circle, things"
,Venus,Venus,"venus, surface, earth, planet, atmosphere, km, venera, sun, rotation, venusian"
,Venus_and_Adonis_(opera),Venus_and_Adonis_%28opera%29,"venus, adonis, opera, cupid, blow, wikipedia, court, charles, also, english"
,Vernon_Kell,Vernon_Kell,"kell, wikipedia, polish, also, vernon, military, waldegrave, kcmg, november, first"
,Vertebrate,Vertebrate,"vertebrates, class, brain, vertebrate, organs, body, subphylum, spinal, fish, skeleton"
,Vestigial_structure,Vestigial_structure,"vestigial, structures, human, humans, structure, function, organ, organs, species, use"
,Vicia_faba,Vicia_faba,"beans, bean, broad, faba, vicia, also, used, cm, long, plants"
,Victor_Hugo,Victor_Hugo,"hugo, les, would, french, work, de, victor, paris, political, published"
,"Victoria,_Seychelles",Victoria%2C_Seychelles,"victoria, seychelles, wikipedia, city, port, enlarge, centrally, located, clock, tower"
,Victoria_Cross,Victoria_Cross,"vc, awarded, cross, victoria, war, british, vcs, museum, ribbon, royal"
,Victoria_of_the_United_Kingdom,Victoria_of_the_United_Kingdom,"victoria, queen, prince, princess, british, lord, mother, house, father, first"
,Video,Video,"video, digital, used, television, pal, quality, rate, per, connector, bit"
,Vienna,Vienna,"vienna, city, also, world, viennese, many, austria, wien, districts, enlarge"
,Vietnam,Vietnam,"vietnam, vietnamese, people, government, also, north, million, state, south, provinces"
,Vietnam_War,Vietnam_War,"vietnam, u, vietnamese, south, north, war, military, american, forces, would"
,Viking,Viking,"viking, vikings, century, also, norse, age, scandinavian, england, ireland, raids"
,Vinaya,Vinaya,"rules, vinaya, buddha, bhikkhus, buddhism, buddhist, wikipedia, texts, disciples, buddhists"
,Vincent_van_Gogh,Vincent_van_Gogh,"van, gogh, vincent, theo, work, art, paintings, life, paris, first"
,Virgil,Virgil,"virgil, aeneid, aeneas, bc, vergilius, roman, also, century, later, epic"
,Virginian_Railway,Virginian_Railway,"railway, virginia, vgn, virginian, norfolk, west, page, railroad, rogers, coal"
,Virtuti_Militari,Virtuti_Militari,"awarded, class, polish, virtuti, militari, cross, poland, general, war, recipients"
,Virus,Virus,"viruses, virus, cell, viral, host, cells, rna, capsid, virions, also"
,Visual_arts,Visual_arts,"art, arts, visual, drawing, painting, photography, printmaking, image, also, computer"
,Vitamin,Vitamin,"vitamin, vitamins, b, n, food, acid, water, supplements, deficiency, classified"
,Vitamin_C,Vitamin_C,"vitamin, c, acid, day, doses, ascorbate, scurvy, disease, per, dose"
,Vitamin_D,Vitamin_D,"vitamin, iu, skin, day, cancer, levels, intake, diseases, cholecalciferol, also"
,Vitus_Bering,Vitus_Bering,"bering, russian, vitus, island, kamchatka, made, islands, piotr, wikipedia, died"
,Vivien_Leigh,Vivien_Leigh,"leigh, olivier, actress, film, play, role, best, award, one, selznick"
,Vladimir_Lenin,Vladimir_Lenin,"lenin, war, soviet, russia, russian, government, bolshevik, communist, revolution, party"
,Vodafone,Vodafone,"vodafone, network, mobile, www, com, group, digicel, billion, company, partner"
,Volcanic_pipe,Volcanic_pipe,"magma, volcanic, pipes, volcanoes, pipe, deep, kimberlite, wikipedia, cone, rock"
,Volcano,Volcano,"volcanoes, volcano, volcanic, lava, eruptions, earth, also, erupted, surface, activity"
,Vole,Vole,"vole, voles, found, species, north, wikipedia, meadow, america, microtus, many"
,Volga_River,Volga_River,"volga, river, sea, near, many, reservoir, russia, moscow, caspian, largest"
,Volleyball,Volleyball,"ball, player, court, team, net, serve, setter, block, volleyball, row"
,Volt,Volt,"v, volt, mbox, rms, voltage, battery, josephson, electric, current, power"
,Voltaire,Voltaire,"voltaire, french, works, marquise, also, de, france, years, wrote, paris"
,Voting,Voting,"voting, vote, system, voter, ballot, votes, one, uses, may, wikipedia"
,Vowel,Vowel,"vowels, vowel, languages, u, front, back, english, e, open, rounded"
,Voynich_manuscript,Voynich_manuscript,"manuscript, voynich, text, book, many, theory, one, also, language, could"
,Vulgar_Latin,Vulgar_Latin,"latin, vulgar, spanish, romance, french, classical, italian, portuguese, e, language"
,Vulture,Vulture,"vultures, vulture, diclofenac, animals, carcasses, also, wikipedia, birds, dead, found"
,W._Mark_Felt,W._Mark_Felt,"felt, fbi, woodward, gray, bureau, hoover, said, deep, throat, nixon"
,WTA_Tour_Championships,WTA_Tour_Championships,"martina, united, states, navrátilová, new, york, pam, shriver, championships, germany"
,Wader,Wader,"family, species, suborder, waders, et, al, wader, wikipedia, birds, calidris"
,Waheguru,Waheguru,"vahiguru, guru, name, lord, waheguru, nanak, bhai, also, divine, wonder"
,Wake_Island,Wake_Island,"island, wake, japanese, states, united, atoll, u, war, garrison, islands"
,Wales,Wales,"wales, welsh, national, english, cardiff, england, assembly, government, also, century"
,Wall_Street,Wall_Street,"street, wall, new, financial, york, district, federal, trade, stock, exchange"
,Wallaby,Wallaby,"wallaby, rock, petrogale, wallabies, one, dorcopsis, macropus, thylogale, hare, pademelon"
,Wallis_and_Futuna,Wallis_and_Futuna,"wallis, futuna, french, territory, island, islands, three, population, new, caledonia"
,Walrus,Walrus,"walrus, walruses, large, rosmarus, sea, alaska, pacific, shore, tusks, males"
,Walt_Disney,Walt_Disney,"disney, walt, studio, first, world, new, short, disneyland, best, animation"
,Walt_Whitman,Walt_Whitman,"whitman, leaves, grass, american, walt, poems, new, poets, poetry, war"
,Walter_Raleigh,Walter_Raleigh,"raleigh, walter, sir, elizabeth, world, queen, island, spanish, colony, new"
,Walter_Scott,Walter_Scott,"scott, scottish, novels, walter, first, series, waverley, edinburgh, sir, many"
,War,War,"war, warfare, wars, may, military, one, theories, would, world, theory"
,War_and_Peace,War_and_Peace,"war, russian, tolstoy, peace, pierre, novel, napoleon, natasha, french, first"
,War_in_Somalia_(2006–present),War_in_Somalia_%282006%E2%80%93present%29,"ethiopian, somalia, icu, ethiopia, government, war, troops, forces, somali, december"
,War_of_the_League_of_Cambrai,War_of_the_League_of_Cambrai,"french, venetian, julius, papal, league, army, venice, france, louis, republic"
,War_of_the_Spanish_Succession,War_of_the_Spanish_Succession,"spanish, french, spain, france, war, charles, louis, king, army, marlborough"
,Ward_Cunningham,Ward_Cunningham,"cunningham, ward, patterns, programming, software, wikipedia, computer, wiki, extreme, known"
,Warren_G._Harding,Warren_G._Harding,"harding, president, ohio, marion, first, also, warren, one, war, phillips"
,Wars_of_Castro,Wars_of_Castro,"castro, pope, odoardo, duke, innocent, war, x, city, military, barberini"
,Wars_of_the_Roses,Wars_of_the_Roses,"henry, edward, york, richard, battle, king, warwick, lancastrian, margaret, yorkist"
,Warsaw,Warsaw,"warsaw, city, polish, poland, enlarge, palace, warszawa, war, line, theatre"
,Warsaw_Uprising_(1794),Warsaw_Uprising_%281794%29,"russian, warsaw, polish, uprising, forces, city, igelström, street, units, arsenal"
,Wasabi,Wasabi,"wasabi, also, used, japan, japanese, plant, japonica, horseradish, usually, flavor"
,"Washington,_D.C.",Washington%2C_D.C.,"washington, city, c, district, national, school, university, columbia, government, federal"
,Washington_Metro,Washington_Metro,"metro, station, system, line, train, washington, stations, rail, metrorail, trains"
,Washington_streetcars,Washington_streetcars,"street, company, washington, railway, nw, avenue, line, car, georgetown, electric"
,Wasp,Wasp,"wasps, wasp, queen, female, species, eggs, nest, parasitic, prey, colony"
,Waste_management,Waste_management,"waste, materials, energy, material, gas, recycling, management, disposal, landfill, used"
,Watch,Watch,"watches, watch, time, movements, mechanical, electronic, quartz, digital, display, accurate"
,Watchmen,Watchmen,"watchmen, characters, moore, also, comic, gibbons, book, veidt, comics, osterman"
,Water,Water,"water, also, enlarge, many, one, river, earth, surface, used, use"
,Water_Buffalo,Water_Buffalo,"buffalo, water, wild, buffaloes, asia, found, also, bubalis, population, family"
,Water_polo,Water_polo,"ball, player, water, shot, players, goal, team, polo, foul, pass"
,Water_purification,Water_purification,"water, particles, treatment, filter, chlorine, used, basin, may, many, sand"
,Water_resources,Water_resources,"water, use, irrigation, world, consumptive, resources, agricultural, recreational, supply, also"
,Watercolor_painting,Watercolor_painting,"watercolor, paper, paint, painting, wet, colors, used, brush, color, surface"
,Watling_Street,Watling_Street,"street, watling, road, roman, london, modern, name, route, section, day"
,Wave,Wave,"waves, wave, medium, frac, direction, x, one, amplitude, surface, partial"
,Wave–particle_duality,Wave%E2%80%93particle_duality,"wave, light, particle, quantum, theory, waves, particles, like, de, broglie"
,Wayne_Rooney,Wayne_Rooney,"rooney, united, manchester, england, goals, everton, team, world, match, cup"
,Weakest_Link,Weakest_Link,"version, show, hosted, link, weakest, prize, contestants, aired, host, top"
,Weapon,Weapon,"weapons, war, weapon, military, used, designed, target, use, enemy, development"
,Weasel,Weasel,"mustela, weasel, species, long, genus, weasels, subgenus, wikipedia, black, mink"
,Weather,Weather,"weather, earth, atmosphere, temperature, air, wind, see, changes, phenomena, surface"
,Weather_forecasting,Weather_forecasting,"weather, forecasts, forecast, forecasting, data, information, time, state, atmosphere, range"
,Weather_map,Weather_map,"weather, analysis, areas, maps, surface, pressure, wind, map, show, level"
,Weed,Weed,"weed, plants, weeds, ground, wikipedia, control, newspaper, also, used, water"
,Weight_training,Weight_training,"weight, exercise, training, exercises, muscle, muscles, reps, strength, one, sets"
,Weimar_Republic,Weimar_Republic,"hitler, republic, germany, reichstag, weimar, german, government, party, would, von"
,Welding,Welding,"welding, arc, used, weld, metal, process, material, gas, processes, heat"
,Wellington,Wellington,"wellington, new, zealand, city, centre, area, harbour, capital, te, parliament"
,Welsh_law,Welsh_law,"law, welsh, laws, king, wales, could, hywel, land, court, iorwerth"
,Wernher_von_Braun,Wernher_von_Braun,"von, braun, rocket, space, v, wernher, program, ss, rockets, nasa"
,Wessex,Wessex,"wessex, west, south, england, hardy, region, hampshire, british, saxon, see"
,West_Bank,West_Bank,"bank, west, israeli, israel, palestinian, jordan, jerusalem, settlements, palestinians, east"
,West_Flemish,West_Flemish,"west, flemish, dutch, dialects, wikipedia, languages, zealandic, hollandic, dialect, article"
,West_Virginia,West_Virginia,"virginia, west, state, tax, river, wv, new, american, counties, msa"
,Western_Front_(World_War_I),Western_Front_%28World_War_I%29,"german, british, french, front, battle, attack, would, war, allied, offensive"
,Western_Roman_Empire,Western_Roman_Empire,"roman, empire, emperor, western, west, east, would, rome, eastern, emperors"
,Western_Sahara,Western_Sahara,"sahara, morocco, western, moroccan, polisario, sahrawi, territory, government, spanish, independence"
